year,Country,terrorist_attacks,terrorist_attack_injuries,terrorist_attack_fatalities
2003,Colombia,147,438,178
2003,Kashmir,238,445,295
2003,Russia,42,507,159
2003,Russia,42,507,159
2003,Iraq,147,1226,539
2003,FRY (Kosovo),11,1,2
2003,Venezuela,26,26,6
2003,Togo,2,0,0
2003,Pakistan,69,257,145
2003,Kashmir,238,445,295
2003,Iraq,147,1226,539
2003,Russia,42,507,159
2003,Iraq,147,1226,539
2003,Iraq,147,1226,539
2003,West Bank/Gaza,164,119,39
2003,Venezuela,26,26,6
2003,Venezuela,26,26,6
2003,Colombia,147,438,178
2003,Pakistan,69,257,145
2003,Pakistan,69,257,145
2003,Afghanistan,148,173,133
2003,Russia,42,507,159
2003,France,117,21,1
2003,France,117,21,1
2003,Togo,2,0,0
2003,Colombia,147,438,178
2003,Kashmir,238,445,295
2003,Kashmir,238,445,295
2003,West Bank/Gaza,164,119,39
2003,Northern Ireland,98,17,1
2003,Spain,46,22,4
2003,Northern Ireland,98,17,1
2003,Kashmir,238,445,295
2003,France,117,21,1
2003,France,117,21,1
2003,Northern Ireland,98,17,1
2003,France,117,21,1
2003,France,117,21,1
2003,Chechnya,40,168,102
2003,FRY (Kosovo),11,1,2
2003,FRY (Kosovo),11,1,2
2003,Iraq,147,1226,539
2003,West Bank/Gaza,164,119,39
2003,Chechnya,40,168,102
2003,Colombia,147,438,178
2003,Kashmir,238,445,295
2003,Afghanistan,148,173,133
2003,Spain,46,22,4
2003,Spain,46,22,4
2003,Russia,42,507,159
2003,Kashmir,238,445,295
2003,Kashmir,238,445,295
2003,Iraq,147,1226,539
2003,Afghanistan,148,173,133
2003,Colombia,147,438,178
2003,West Bank/Gaza,164,119,39
2003,Northern Ireland,98,17,1
2003,FRY (Serbia),4,5,1
2003,Kashmir,238,445,295
2003,Iraq,147,1226,539
2003,Spain,46,22,4
2003,Spain,46,22,4
2003,Spain,46,22,4
2003,Greece,55,1,1
2003,Kashmir,238,445,295
2003,Venezuela,26,26,6
2003,Northern Ireland,98,17,1
2003,Kashmir,238,445,295
2003,Afghanistan,148,173,133
2003,Iraq,147,1226,539
2003,Northern Ireland,98,17,1
2003,Spain,46,22,4
2003,France,117,21,1
2003,West Bank/Gaza,164,119,39
2003,Afghanistan,148,173,133
2003,Iraq,147,1226,539
2003,West Bank/Gaza,164,119,39
2003,Israel,74,794,174
2003,Chechnya,40,168,102
2003,Somalia,2,0,1
2003,Colombia,147,438,178
2003,Pakistan,69,257,145
2003,Pakistan,69,257,145
2003,France,117,21,1
2003,Afghanistan,148,173,133
2003,Japan,10,1,0
2003,Iraq,147,1226,539
2003,Northern Ireland,98,17,1
2003,France,117,21,1
2003,Northern Ireland,98,17,1
2003,France,117,21,1
2003,Spain,46,22,4
2003,Turkey,78,797,72
2003,Turkey,78,797,72
2003,France,117,21,1
2003,France,117,21,1
2003,France,117,21,1
2003,France,117,21,1
2003,United States,18,0,0
2003,Russia,42,507,159
2003,Pakistan,69,257,145
2003,Iraq,147,1226,539
2003,Spain,46,22,4
2003,Lebanon,10,12,4
2003,Iraq,147,1226,539
2003,Israel,74,794,174
2003,France,117,21,1
2003,France,117,21,1
2003,France,117,21,1
2003,Nepal,36,16,10
2003,Afghanistan,148,173,133
2003,Pakistan,69,257,145
2003,Colombia,147,438,178
2003,Pakistan,69,257,145
2003,Afghanistan,148,173,133
2003,Afghanistan,148,173,133
2003,Indonesia,9,160,13
2003,Afghanistan,148,173,133
2003,Iraq,147,1226,539
2003,Northern Ireland,98,17,1
2003,Turkey,78,797,72
2003,Saudi Arabia,12,181,52
2003,Venezuela,26,26,6
2003,Iraq,147,1226,539
2003,Kashmir,238,445,295
2003,Afghanistan,148,173,133
2003,Afghanistan,148,173,133
2003,Greece,55,1,1
2003,France,117,21,1
2003,India,95,360,192
2003,Turkey,78,797,72
2003,Turkey,78,797,72
2003,Spain,46,22,4
2003,Israel,74,794,174
2003,Kashmir,238,445,295
2003,Eritrea,1,1,2
2003,Colombia,147,438,178
2003,Greece,55,1,1
2003,Kashmir,238,445,295
2003,Bangladesh,17,64,22
2003,Colombia,147,438,178
2003,Kashmir,238,445,295
2003,Israel,74,794,174
2003,West Bank/Gaza,164,119,39
2003,Northern Ireland,98,17,1
2003,Colombia,147,438,178
2003,Kashmir,238,445,295
2003,India,95,360,192
2003,Afghanistan,148,173,133
2003,Pakistan,69,257,145
2003,Greece,55,1,1
2003,Iraq,147,1226,539
2003,France,117,21,1
2003,Spain,46,22,4
2003,India,95,360,192
2003,India,95,360,192
2003,India,95,360,192
2003,Uganda,4,20,59
2003,India,95,360,192
2003,India,95,360,192
2003,Sri Lanka,4,8,5
2003,West Bank/Gaza,164,119,39
2003,Nepal,36,16,10
2003,Kashmir,238,445,295
2003,Sri Lanka,4,8,5
2003,Iraq,147,1226,539
2003,Israel,74,794,174
2003,Pakistan,69,257,145
2003,Pakistan,69,257,145
2003,Iraq,147,1226,539
2003,Iraq,147,1226,539
2003,France,117,21,1
2003,France,117,21,1
2003,South Africa,1,1,0
2003,Iraq,147,1226,539
2003,Iraq,147,1226,539
2003,France,117,21,1
2003,Afghanistan,148,173,133
2003,Afghanistan,148,173,133
2003,Colombia,147,438,178
2003,Colombia,147,438,178
2003,Israel,74,794,174
2003,West Bank/Gaza,164,119,39
2003,France,117,21,1
2003,India,95,360,192
2003,Pakistan,69,257,145
2003,Israel,74,794,174
2003,Iraq,147,1226,539
2003,France,117,21,1
2003,France,117,21,1
2003,Afghanistan,148,173,133
2003,Afghanistan,148,173,133
2003,Ecuador,9,5,0
2003,Israel,74,794,174
2003,India,95,360,192
2003,Northern Ireland,98,17,1
2003,India,95,360,192
2003,Pakistan,69,257,145
2003,United States,18,0,0
2003,Northern Ireland,98,17,1
2003,Northern Ireland,98,17,1
2003,France,117,21,1
2003,Colombia,147,438,178
2003,Japan,10,1,0
2003,Japan,10,1,0
2003,France,117,21,1
2003,Israel,74,794,174
2003,Russia,42,507,159
2003,Russia,42,507,159
2003,Nepal,36,16,10
2003,Bangladesh,17,64,22
2003,India,95,360,192
2003,India,95,360,192
2003,France,117,21,1
2003,Algeria,7,7,10
2003,Kashmir,238,445,295
2003,Bangladesh,17,64,22
2003,Russia,42,507,159
2003,Afghanistan,148,173,133
2003,Iraq,147,1226,539
2003,Kashmir,238,445,295
2003,France,117,21,1
2003,Israel,74,794,174
2003,West Bank/Gaza,164,119,39
2003,France,117,21,1
2003,France,117,21,1
2003,France,117,21,1
2003,Turkey,78,797,72
2003,Greece,55,1,1
2003,Greece,55,1,1
2003,United States,18,0,0
2003,Iraq,147,1226,539
2003,Iraq,147,1226,539
2003,West Bank/Gaza,164,119,39
2003,West Bank/Gaza,164,119,39
2003,Colombia,147,438,178
2003,Nepal,36,16,10
2003,Afghanistan,148,173,133
2003,Colombia,147,438,178
2003,Iraq,147,1226,539
2003,West Bank/Gaza,164,119,39
2003,West Bank/Gaza,164,119,39
2003,India,95,360,192
2003,Turkey,78,797,72
2003,Chechnya,40,168,102
2003,Uganda,4,20,59
2003,Kashmir,238,445,295
2003,France,117,21,1
2003,France,117,21,1
2003,United States,18,0,0
2003,Colombia,147,438,178
2003,Colombia,147,438,178
2003,Afghanistan,148,173,133
2003,Iraq,147,1226,539
2003,Iraq,147,1226,539
2003,Russia,42,507,159
2003,Russia,42,507,159
2003,France,117,21,1
2003,Afghanistan,148,173,133
2003,Iraq,147,1226,539
2003,Iraq,147,1226,539
2003,Turkey,78,797,72
2003,France,117,21,1
2003,Colombia,147,438,178
2003,Colombia,147,438,178
2003,Bangladesh,17,64,22
2003,Georgia,15,6,2
2003,Greece,55,1,1
2003,France,117,21,1
2003,France,117,21,1
2003,Greece,55,1,1
2003,Nepal,36,16,10
2003,Russia,42,507,159
2003,Colombia,147,438,178
2003,West Bank/Gaza,164,119,39
2003,West Bank/Gaza,164,119,39
2003,Nepal,36,16,10
2003,Bangladesh,17,64,22
2003,Iraq,147,1226,539
2003,Spain,46,22,4
2003,Spain,46,22,4
2003,Chile,4,0,0
2003,Kashmir,238,445,295
2003,Nepal,36,16,10
2003,Afghanistan,148,173,133
2003,Nepal,36,16,10
2003,Nepal,36,16,10
2003,Nepal,36,16,10
2003,Nepal,36,16,10
2003,Iraq,147,1226,539
2003,Israel,74,794,174
2003,Northern Ireland,98,17,1
2003,France,117,21,1
2003,Kashmir,238,445,295
2003,Israel,74,794,174
2003,Iran,6,4,0
2003,Estonia,1,0,0
2003,West Bank/Gaza,164,119,39
2003,Colombia,147,438,178
2003,Ethiopia,4,22,3
2003,Nepal,36,16,10
2003,Afghanistan,148,173,133
2003,Japan,10,1,0
2003,Colombia,147,438,178
2003,Morocco,6,0,35
2003,Kashmir,238,445,295
2003,France,117,21,1
2003,Spain,46,22,4
2003,France,117,21,1
2003,Greece,55,1,1
2003,Brazil,3,0,0
2003,Colombia,147,438,178
2003,Nepal,36,16,10
2003,West Bank/Gaza,164,119,39
2003,Chile,4,0,0
2003,Colombia,147,438,178
2003,Colombia,147,438,178
2003,Spain,46,22,4
2003,Spain,46,22,4
2003,Colombia,147,438,178
2003,Colombia,147,438,178
2003,Nepal,36,16,10
2003,Nepal,36,16,10
2003,Northern Ireland,98,17,1
2003,Russia,42,507,159
2003,Iran,6,4,0
2003,Northern Ireland,98,17,1
2003,Afghanistan,148,173,133
2003,Afghanistan,148,173,133
2003,Iraq,147,1226,539
2003,Nepal,36,16,10
2003,Nepal,36,16,10
2003,Afghanistan,148,173,133
2003,Afghanistan,148,173,133
2003,Afghanistan,148,173,133
2003,West Bank/Gaza,164,119,39
2003,Colombia,147,438,178
2003,Nepal,36,16,10
2003,Nepal,36,16,10
2003,United States,18,0,0
2003,France,117,21,1
2003,Venezuela,26,26,6
2003,Tajikistan,1,0,0
2003,India,95,360,192
2003,Northern Ireland,98,17,1
2003,Iraq,147,1226,539
2003,Colombia,147,438,178
2003,Colombia,147,438,178
2003,Kashmir,238,445,295
2003,Kashmir,238,445,295
2003,Iraq,147,1226,539
2003,Italy,34,53,0
2003,United States,18,0,0
2003,Iraq,147,1226,539
2003,Afghanistan,148,173,133
2003,Afghanistan,148,173,133
2003,Iraq,147,1226,539
2003,Chechnya,40,168,102
2003,Afghanistan,148,173,133
2003,Iraq,147,1226,539
2003,Afghanistan,148,173,133
2003,Iraq,147,1226,539
2003,Northern Ireland,98,17,1
2003,Chile,4,0,0
2003,Afghanistan,148,173,133
2003,Greece,55,1,1
2003,Greece,55,1,1
2003,United States,18,0,0
2003,Ethiopia,4,22,3
2003,Iraq,147,1226,539
2003,Spain,46,22,4
2003,Colombia,147,438,178
2003,Pakistan,69,257,145
2003,Afghanistan,148,173,133
2003,Spain,46,22,4
2003,Chechnya,40,168,102
2003,Colombia,147,438,178
2003,Iraq,147,1226,539
2003,Northern Ireland,98,17,1
2003,Northern Ireland,98,17,1
2003,Northern Ireland,98,17,1
2003,Northern Ireland,98,17,1
2003,Greece,55,1,1
2003,France,117,21,1
2003,Greece,55,1,1
2003,Greece,55,1,1
2003,Greece,55,1,1
2003,Greece,55,1,1
2003,Greece,55,1,1
2003,Colombia,147,438,178
2003,Italy,34,53,0
2003,Northern Ireland,98,17,1
2003,India,95,360,192
2003,Nepal,36,16,10
2003,Nepal,36,16,10
2003,Italy,34,53,0
2003,Italy,34,53,0
2003,Northern Ireland,98,17,1
2003,Italy,34,53,0
2003,Chechnya,40,168,102
2003,France,117,21,1
2003,Bolivia,2,0,0
2003,Pakistan,69,257,145
2003,Malaysia,1,0,5
2003,Colombia,147,438,178
2003,Colombia,147,438,178
2003,Colombia,147,438,178
2003,Pakistan,69,257,145
2003,Kashmir,238,445,295
2003,Pakistan,69,257,145
2003,Pakistan,69,257,145
2003,Chechnya,40,168,102
2003,Northern Ireland,98,17,1
2003,Turkey,78,797,72
2003,Turkey,78,797,72
2003,Israel,74,794,174
2003,Venezuela,26,26,6
2003,Colombia,147,438,178
2003,Afghanistan,148,173,133
2003,Afghanistan,148,173,133
2003,Somalia,2,0,1
2003,Northern Ireland,98,17,1
2003,Northern Ireland,98,17,1
2003,Colombia,147,438,178
2003,Colombia,147,438,178
2003,Burma (Myanmar),3,3,1
2003,Northern Ireland,98,17,1
2003,Colombia,147,438,178
2003,Iraq,147,1226,539
2003,Ecuador,9,5,0
2003,France,117,21,1
2003,France,117,21,1
2003,Italy,34,53,0
2003,Colombia,147,438,178
2003,Japan,10,1,0
2003,Iraq,147,1226,539
2003,Ecuador,9,5,0
2003,Georgia,15,6,2
2003,Northern Ireland,98,17,1
2003,France,117,21,1
2003,Northern Ireland,98,17,1
2003,Northern Ireland,98,17,1
2003,West Bank/Gaza,164,119,39
2003,Colombia,147,438,178
2003,Colombia,147,438,178
2003,Japan,10,1,0
2003,Iraq,147,1226,539
2003,Iraq,147,1226,539
2003,Northern Ireland,98,17,1
2003,France,117,21,1
2003,Colombia,147,438,178
2003,Iraq,147,1226,539
2003,Turkey,78,797,72
2003,Colombia,147,438,178
2003,Iraq,147,1226,539
2003,Chechnya,40,168,102
2003,West Bank/Gaza,164,119,39
2003,Israel,74,794,174
2003,Italy,34,53,0
2003,Colombia,147,438,178
2003,Colombia,147,438,178
2003,Afghanistan,148,173,133
2003,Afghanistan,148,173,133
2003,Iraq,147,1226,539
2003,Iraq,147,1226,539
2003,Uganda,4,20,59
2003,West Bank/Gaza,164,119,39
2003,West Bank/Gaza,164,119,39
2003,Iraq,147,1226,539
2003,Israel,74,794,174
2003,Greece,55,1,1
2003,Northern Ireland,98,17,1
2003,Turkey,78,797,72
2003,Turkey,78,797,72
2003,Turkey,78,797,72
2003,Turkey,78,797,72
2003,West Bank/Gaza,164,119,39
2003,Japan,10,1,0
2003,Iraq,147,1226,539
2003,West Bank/Gaza,164,119,39
2003,West Bank/Gaza,164,119,39
2003,Greece,55,1,1
2003,Colombia,147,438,178
2003,Colombia,147,438,178
2003,Nepal,36,16,10
2003,United States,18,0,0
2003,France,117,21,1
2003,Italy,34,53,0
2003,Northern Ireland,98,17,1
2003,Northern Ireland,98,17,1
2003,Colombia,147,438,178
2003,Colombia,147,438,178
2003,Kashmir,238,445,295
2003,Nepal,36,16,10
2003,Iraq,147,1226,539
2003,Northern Ireland,98,17,1
2003,Northern Ireland,98,17,1
2003,Turkey,78,797,72
2003,Turkey,78,797,72
2003,Turkey,78,797,72
2003,Kashmir,238,445,295
2003,Nepal,36,16,10
2003,France,117,21,1
2003,France,117,21,1
2003,Colombia,147,438,178
2003,Nepal,36,16,10
2003,West Bank/Gaza,164,119,39
2003,West Bank/Gaza,164,119,39
2003,France,117,21,1
2003,Colombia,147,438,178
2003,Colombia,147,438,178
2003,Northern Ireland,98,17,1
2003,Northern Ireland,98,17,1
2003,France,117,21,1
2003,Italy,34,53,0
2003,West Bank/Gaza,164,119,39
2003,Colombia,147,438,178
2003,Colombia,147,438,178
2003,Pakistan,69,257,145
2003,Turkey,78,797,72
2003,Russia,42,507,159
2003,West Bank/Gaza,164,119,39
2003,Northern Ireland,98,17,1
2003,Greece,55,1,1
2003,Ecuador,9,5,0
2003,Colombia,147,438,178
2003,Afghanistan,148,173,133
2003,Afghanistan,148,173,133
2003,Afghanistan,148,173,133
2003,Afghanistan,148,173,133
2003,Colombia,147,438,178
2003,Afghanistan,148,173,133
2003,France,117,21,1
2003,Israel,74,794,174
2003,Colombia,147,438,178
2003,Colombia,147,438,178
2003,Colombia,147,438,178
2003,Colombia,147,438,178
2003,Pakistan,69,257,145
2003,Afghanistan,148,173,133
2003,Northern Ireland,98,17,1
2003,France,117,21,1
2003,Kashmir,238,445,295
2003,Iraq,147,1226,539
2003,Kashmir,238,445,295
2003,Japan,10,1,0
2003,Iraq,147,1226,539
2003,Iraq,147,1226,539
2003,Iraq,147,1226,539
2003,Iraq,147,1226,539
2003,Iraq,147,1226,539
2003,Iraq,147,1226,539
2003,Northern Ireland,98,17,1
2003,Colombia,147,438,178
2003,Colombia,147,438,178
2003,Nepal,36,16,10
2003,Kashmir,238,445,295
2003,Northern Ireland,98,17,1
2003,France,117,21,1
2003,Russia,42,507,159
2003,Pakistan,69,257,145
2003,Sri Lanka,4,8,5
2003,Iraq,147,1226,539
2003,Afghanistan,148,173,133
2003,Afghanistan,148,173,133
2003,Afghanistan,148,173,133
2003,Kashmir,238,445,295
2003,Afghanistan,148,173,133
2003,India,95,360,192
2003,Georgia,15,6,2
2003,France,117,21,1
2003,France,117,21,1
2003,Afghanistan,148,173,133
2003,Italy,34,53,0
2003,Italy,34,53,0
2003,Colombia,147,438,178
2003,Iraq,147,1226,539
2003,Nepal,36,16,10
2003,Afghanistan,148,173,133
2003,Colombia,147,438,178
2003,Russia,42,507,159
2003,Afghanistan,148,173,133
2003,France,117,21,1
2003,France,117,21,1
2003,Greece,55,1,1
2003,West Bank/Gaza,164,119,39
2003,West Bank/Gaza,164,119,39
2003,Iraq,147,1226,539
2003,Afghanistan,148,173,133
2003,Saudi Arabia,12,181,52
2003,France,117,21,1
2003,France,117,21,1
2003,France,117,21,1
2003,Afghanistan,148,173,133
2003,France,117,21,1
2003,FRY (Kosovo),11,1,2
2003,Italy,34,53,0
2003,Russia,42,507,159
2003,Iraq,147,1226,539
2003,Pakistan,69,257,145
2003,Afghanistan,148,173,133
2003,Greece,55,1,1
2003,France,117,21,1
2003,France,117,21,1
2003,Colombia,147,438,178
2003,Russia,42,507,159
2003,Colombia,147,438,178
2003,Colombia,147,438,178
2003,United States,18,0,0
2003,Turkey,78,797,72
2003,France,117,21,1
2003,Spain,46,22,4
2003,Greece,55,1,1
2003,Greece,55,1,1
2003,Greece,55,1,1
2003,Greece,55,1,1
2003,Greece,55,1,1
2003,Iraq,147,1226,539
2003,Northern Ireland,98,17,1
2003,Kashmir,238,445,295
2003,Turkey,78,797,72
2003,Colombia,147,438,178
2003,France,117,21,1
2003,Afghanistan,148,173,133
2003,Colombia,147,438,178
2003,Colombia,147,438,178
2003,Kashmir,238,445,295
2003,Afghanistan,148,173,133
2003,France,117,21,1
2003,Greece,55,1,1
2003,Northern Ireland,98,17,1
2003,Northern Ireland,98,17,1
2003,Spain,46,22,4
2003,Afghanistan,148,173,133
2003,Uganda,4,20,59
2003,Iraq,147,1226,539
2003,Israel,74,794,174
2003,Italy,34,53,0
2003,India,95,360,192
2003,Iraq,147,1226,539
2003,Turkey,78,797,72
2003,West Bank/Gaza,164,119,39
2003,Iraq,147,1226,539
2003,Pakistan,69,257,145
2003,Iraq,147,1226,539
2003,Iraq,147,1226,539
2003,Greece,55,1,1
2003,Iraq,147,1226,539
2003,Iran,6,4,0
2003,India,95,360,192
2003,Nepal,36,16,10
2003,Iraq,147,1226,539
2003,Iraq,147,1226,539
2003,Colombia,147,438,178
2003,Iraq,147,1226,539
2003,Iraq,147,1226,539
2003,West Bank/Gaza,164,119,39
2003,Iraq,147,1226,539
2003,Nepal,36,16,10
2003,Afghanistan,148,173,133
2003,Afghanistan,148,173,133
2003,Greece,55,1,1
2003,Turkey,78,797,72
2003,Iraq,147,1226,539
2003,Chechnya,40,168,102
2003,Russia,42,507,159
2003,Nepal,36,16,10
2003,Iraq,147,1226,539
2003,Iraq,147,1226,539
2003,Afghanistan,148,173,133
2003,Colombia,147,438,178
2003,Kashmir,238,445,295
2003,Colombia,147,438,178
2003,Iraq,147,1226,539
2003,Chechnya,40,168,102
2003,France,117,21,1
2003,Chechnya,40,168,102
2003,France,117,21,1
2003,Algeria,7,7,10
2003,Iraq,147,1226,539
2003,Iraq,147,1226,539
2003,Iraq,147,1226,539
2003,Turkey,78,797,72
2003,Afghanistan,148,173,133
2003,Colombia,147,438,178
2003,Iraq,147,1226,539
2003,Iraq,147,1226,539
2003,West Bank/Gaza,164,119,39
2003,Turkey,78,797,72
2003,Iraq,147,1226,539
2003,Kashmir,238,445,295
2003,Northern Ireland,98,17,1
2003,FRY (Kosovo),11,1,2
2003,Afghanistan,148,173,133
2003,Pakistan,69,257,145
2003,Yemen,3,5,1
2003,Afghanistan,148,173,133
2003,West Bank/Gaza,164,119,39
2003,West Bank/Gaza,164,119,39
2003,West Bank/Gaza,164,119,39
2003,Georgia,15,6,2
2003,Afghanistan,148,173,133
2003,Afghanistan,148,173,133
2003,Afghanistan,148,173,133
2003,Yemen,3,5,1
2003,Israel,74,794,174
2003,Turkey,78,797,72
2003,Afghanistan,148,173,133
2003,Afghanistan,148,173,133
2003,Russia,42,507,159
2003,Northern Ireland,98,17,1
2003,Russia,42,507,159
2003,Afghanistan,148,173,133
2003,Afghanistan,148,173,133
2003,Russia,42,507,159
2003,Russia,42,507,159
2003,Iraq,147,1226,539
2003,Colombia,147,438,178
2003,Afghanistan,148,173,133
2003,Chechnya,40,168,102
2003,West Bank/Gaza,164,119,39
2003,West Bank/Gaza,164,119,39
2003,Colombia,147,438,178
2003,Chechnya,40,168,102
2003,Georgia,15,6,2
2003,Georgia,15,6,2
2003,Northern Ireland,98,17,1
2003,Colombia,147,438,178
2003,Afghanistan,148,173,133
2003,Russia,42,507,159
2003,Greece,55,1,1
2003,Greece,55,1,1
2003,Greece,55,1,1
2003,Chechnya,40,168,102
2003,Chechnya,40,168,102
2003,West Bank/Gaza,164,119,39
2003,Colombia,147,438,178
2003,Colombia,147,438,178
2003,Venezuela,26,26,6
2003,Afghanistan,148,173,133
2003,India,95,360,192
2003,FRY (Kosovo),11,1,2
2003,Iraq,147,1226,539
2003,Iraq,147,1226,539
2003,Georgia,15,6,2
2003,Lebanon,10,12,4
2003,Georgia,15,6,2
2003,Greece,55,1,1
2003,Greece,55,1,1
2003,Peru,3,4,1
2003,Kashmir,238,445,295
2003,Kashmir,238,445,295
2003,Nepal,36,16,10
2003,Nepal,36,16,10
2003,Algeria,7,7,10
2003,Iraq,147,1226,539
2003,Greece,55,1,1
2003,Colombia,147,438,178
2003,Albania,1,0,0
2003,West Bank/Gaza,164,119,39
2003,Macedonia,7,2,0
2003,Turkey,78,797,72
2003,Turkey,78,797,72
2003,Turkey,78,797,72
2003,Northern Ireland,98,17,1
2003,Pakistan,69,257,145
2003,Colombia,147,438,178
2003,Venezuela,26,26,6
2003,Afghanistan,148,173,133
2003,Afghanistan,148,173,133
2003,Israel,74,794,174
2003,Turkey,78,797,72
2003,Iraq,147,1226,539
2003,Colombia,147,438,178
2003,Colombia,147,438,178
2003,Colombia,147,438,178
2003,Pakistan,69,257,145
2003,Cyprus,2,0,0
2003,Iraq,147,1226,539
2003,Iraq,147,1226,539
2003,Georgia,15,6,2
2003,Macedonia,7,2,0
2003,Kuwait,3,13,1
2003,Afghanistan,148,173,133
2003,Russia,42,507,159
2003,Greece,55,1,1
2003,Iraq,147,1226,539
2003,Afghanistan,148,173,133
2003,Iraq,147,1226,539
2003,West Bank/Gaza,164,119,39
2003,Chechnya,40,168,102
2003,Iraq,147,1226,539
2003,Iraq,147,1226,539
2003,Northern Ireland,98,17,1
2003,Northern Ireland,98,17,1
2003,Georgia,15,6,2
2003,Iraq,147,1226,539
2003,Iraq,147,1226,539
2003,Greece,55,1,1
2003,Iraq,147,1226,539
2003,Italy,34,53,0
2003,Afghanistan,148,173,133
2003,Afghanistan,148,173,133
2003,Afghanistan,148,173,133
2003,France,117,21,1
2003,West Bank/Gaza,164,119,39
2003,Iraq,147,1226,539
2003,Italy,34,53,0
2003,Italy,34,53,0
2003,Italy,34,53,0
2003,Argentina,3,0,0
2003,Israel,74,794,174
2003,Bangladesh,17,64,22
2003,Nepal,36,16,10
2003,West Bank/Gaza,164,119,39
2003,Colombia,147,438,178
2003,Nepal,36,16,10
2003,Indonesia,9,160,13
2003,Iraq,147,1226,539
2003,Pakistan,69,257,145
2003,Iraq,147,1226,539
2003,Spain,46,22,4
2003,Pakistan,69,257,145
2003,Iraq,147,1226,539
2003,Iraq,147,1226,539
2003,Iraq,147,1226,539
2003,Israel,74,794,174
2003,West Bank/Gaza,164,119,39
2003,Afghanistan,148,173,133
2003,India,95,360,192
2003,Pakistan,69,257,145
2003,Pakistan,69,257,145
2003,Iraq,147,1226,539
2003,Iraq,147,1226,539
2003,Iraq,147,1226,539
2003,Iraq,147,1226,539
2003,Iraq,147,1226,539
2003,Nepal,36,16,10
2003,Spain,46,22,4
2003,Colombia,147,438,178
2003,Pakistan,69,257,145
2003,Philippines,19,234,54
2003,Iraq,147,1226,539
2003,West Bank/Gaza,164,119,39
2003,Italy,34,53,0
2003,Colombia,147,438,178
2003,Afghanistan,148,173,133
2003,India,95,360,192
2003,Iraq,147,1226,539
2003,Iraq,147,1226,539
2003,Greece,55,1,1
2003,Russia,42,507,159
2003,Northern Ireland,98,17,1
2003,Northern Ireland,98,17,1
2003,Pakistan,69,257,145
2003,Iraq,147,1226,539
2003,Georgia,15,6,2
2003,Saudi Arabia,12,181,52
2003,West Bank/Gaza,164,119,39
2003,Germany,7,0,0
2003,Netherlands,2,0,0
2003,Bolivia,2,0,0
2003,Saudi Arabia,12,181,52
2003,Burundi,1,0,1
2003,FRY (Kosovo),11,1,2
2003,Northern Ireland,98,17,1
2003,Netherlands,2,0,0
2003,Georgia,15,6,2
2003,Northern Ireland,98,17,1
2003,France,117,21,1
2003,Iraq,147,1226,539
2003,Greece,55,1,1
2004,Indonesia,23,223,37
2004,Iraq,850,4109,2471
2004,Iraq,850,4109,2471
2004,Iraq,850,4109,2471
2004,Colombia,76,215,99
2004,West Bank/Gaza,351,136,64
2004,Chechnya,67,146,71
2004,Ethiopia,3,3,1
2004,Northern Ireland,75,15,0
2004,Turkey,105,149,37
2004,Philippines,21,179,164
2004,West Bank/Gaza,351,136,64
2004,Afghanistan,146,314,230
2004,Thailand,169,174,76
2004,Georgia,12,1,0
2004,Belgium,2,0,0
2004,United Kingdom,1,0,0
2004,Belgium,2,0,0
2004,Spain,51,615,191
2004,Iraq,850,4109,2471
2004,Thailand,169,174,76
2004,Thailand,169,174,76
2004,Thailand,169,174,76
2004,Thailand,169,174,76
2004,Afghanistan,146,314,230
2004,Bolivia,2,10,3
2004,Yemen,2,2,0
2004,Indonesia,23,223,37
2004,Indonesia,23,223,37
2004,Iraq,850,4109,2471
2004,Afghanistan,146,314,230
2004,Afghanistan,146,314,230
2004,Thailand,169,174,76
2004,Afghanistan,146,314,230
2004,Chechnya,67,146,71
2004,Afghanistan,146,314,230
2004,West Bank/Gaza,351,136,64
2004,France,71,14,0
2004,FRY (Kosovo),9,22,5
2004,Chechnya,67,146,71
2004,Afghanistan,146,314,230
2004,Kashmir,51,577,119
2004,Chechnya,67,146,71
2004,Philippines,21,179,164
2004,Indonesia,23,223,37
2004,France,71,14,0
2004,West Bank/Gaza,351,136,64
2004,Afghanistan,146,314,230
2004,Afghanistan,146,314,230
2004,Afghanistan,146,314,230
2004,Bangladesh,24,588,40
2004,Chechnya,67,146,71
2004,Chechnya,67,146,71
2004,France,71,14,0
2004,Afghanistan,146,314,230
2004,Afghanistan,146,314,230
2004,Afghanistan,146,314,230
2004,Chechnya,67,146,71
2004,West Bank/Gaza,351,136,64
2004,Chechnya,67,146,71
2004,West Bank/Gaza,351,136,64
2004,Iraq,850,4109,2471
2004,Northern Ireland,75,15,0
2004,Northern Ireland,75,15,0
2004,Iraq,850,4109,2471
2004,Kashmir,51,577,119
2004,Chechnya,67,146,71
2004,Northern Ireland,75,15,0
2004,Pakistan,84,746,233
2004,Bangladesh,24,588,40
2004,Nepal,111,155,72
2004,Nepal,111,155,72
2004,Colombia,76,215,99
2004,Chechnya,67,146,71
2004,Bangladesh,24,588,40
2004,Nepal,111,155,72
2004,Turkey,105,149,37
2004,West Bank/Gaza,351,136,64
2004,Djibouti,1,6,0
2004,Turkey,105,149,37
2004,Bangladesh,24,588,40
2004,France,71,14,0
2004,Colombia,76,215,99
2004,Italy,19,6,2
2004,Italy,19,6,2
2004,Russia,63,1059,459
